번호,자재ID,자재명,대분류,중분류,단위,규격,가격,색상,재고,공급업체,지점,메모
209,MF100904,장미 니코로빈,생화,장미류,,,12500,,1,미지정,릴리맥NC이스트폴점,
210,MF100914,장미 다이에나,생화,장미류,,,14400,기타,1,월드플로라,릴리맥NC이스트폴점,
211,MF100924,장미 달리,생화,장미류,,,22800,,1,미지정,릴리맥NC이스트폴점,
212,MF100934,장미 더블데이트,생화,장미류,,,9000,,1,미지정,릴리맥NC이스트폴점,
213,MF100944,장미 데자뷰,생화,장미류,,,15264,,4,월드플로라,릴리맥NC이스트폴점,
214,MF100954,장미 도라,생화,장미류,,,12800,,1,미지정,릴리맥NC이스트폴점,
215,MF100964,장미 드래프트 원 SP,생화,장미류,,,16000,,1,미지정,릴리맥NC이스트폴점,
216,MF100974,장미 드림바비 sp,생화,장미류,,,24000,,1,미지정,릴리맥NC이스트폴점,
217,MF100984,장미 디온sp,생화,장미류,,,7000,,1,미지정,릴리맥NC이스트폴점,
218,MF100994,장미 딥실버,생화,장미류,,,15800,실버,1,미지정,릴리맥NC이스트폴점,
219,MF101004,장미 라가자,생화,장미류,,,15800,,1,미지정,릴리맥NC이스트폴점,
220,MF101014,장미 라미솔,생화,장미류,,,20160,,1,미지정,릴리맥NC이스트폴점,
221,MF101024,장미 라타나,생화,장미류,,,15000,,1,미지정,릴리맥NC이스트폴점,
222,MF101034,장미 런던아이,생화,장미류,,,12000,,1,미지정,릴리맥NC이스트폴점,
223,MF101044,장미 로미오,생화,장미류,,,14000,,1,미지정,릴리맥NC이스트폴점,
224,MF101054,장미 루비레드,생화,장미류,,,8000,레드,1,미지정,릴리맥NC이스트폴점,
225,MF101064,장미 리바이벌,생화,장미류,,,12000,,1,미지정,릴리맥NC이스트폴점,
226,MF101074,장미 마더오브펄 (콜롬비아),생화,장미류,,,15800,기타,1,월드플로라,릴리맥NC이스트폴점,
227,MF101084,장미 마루시아,생화,장미류,,,10000,,1,일산플라워,릴리맥NC이스트폴점,
228,MF101094,장미 마리포사,생화,장미류,,,12000,기타,7,꽃동산,릴리맥NC이스트폴점,
229,MF101104,장미 마릴린먼로,생화,장미류,,,11500,기타,1,월드플로라,릴리맥NC이스트폴점,
230,MF101114,장미 수입 만달라,생화,장미류,,,15000,,17,꽃동산-양재,릴리맥NC이스트폴점,
231,MF101124,장미 맘마미아,생화,장미류,,,15800,,1,미지정,릴리맥NC이스트폴점,
232,MF101134,장미 매직트랜드세터,생화,장미류,,,10000,기타,1,일산플라워,릴리맥NC이스트폴점,
233,MF101144,장미 맨스필드파크SP,생화,장미류,,,13000,기타,2,일산플라워,릴리맥NC이스트폴점,
234,MF101154,장미 수입 모멘텀,생화,장미류,,,17000,,3,꽃동산-양재,릴리맥NC이스트폴점,
235,MF101164,장미 문스톤,생화,장미류,,,17000,,1,미지정,릴리맥NC이스트폴점,
236,MF101174,장미 문워크,생화,장미류,,,10900,,1,미지정,릴리맥NC이스트폴점,
237,MF101184,장미 미스틱오션,생화,장미류,,,9300,기타,1,월드플로라,릴리맥NC이스트폴점,
238,MF101194,장미 미스홀랜드,생화,장미류,,,14500,,1,미지정,릴리맥NC이스트폴점,
239,MF101204,장미 미스홀랜드 (국산),생화,장미류,,,15000,,1,월드플로라,릴리맥NC이스트폴점,
240,MF101214,장미 발퀴레,생화,장미류,,,14000,,1,미지정,릴리맥NC이스트폴점,
241,MF101224,장미 수입 버터컵,생화,장미류,,,15000,,2,꽃동산-양재,릴리맥NC이스트폴점,
242,MF101234,장미 브라이튼,생화,장미류,,,15500,,1,미지정,릴리맥NC이스트폴점,
243,MF101244,장미 블루,생화,장미류,,,20000,블루,8,꽃동산-양재,릴리맥NC이스트폴점,
244,MF101254,장미 블루드림,생화,장미류,,,17000,블루,1,미지정,릴리맥NC이스트폴점,
245,MF101264,장미 비하이브,생화,장미류,,,12000,,2,미지정,릴리맥NC이스트폴점,
246,MF101274,장미 빅토리아,생화,장미류,,,13000,기타,1,월드플로라,릴리맥NC이스트폴점,
247,MF101284,장미 빅토리안시크릿,생화,장미류,,,15800,,1,미지정,릴리맥NC이스트폴점,
248,MF101294,장미 사리나 레드,생화,장미류,,,11500,레드,1,미지정,릴리맥NC이스트폴점,
249,MF101304,장미 산토리니,생화,장미류,,,7000,기타,1,일산플라워,릴리맥NC이스트폴점,
250,MF101314,장미 샤만트 (국산),생화,장미류,,,6250,기타,2,월드플로라,릴리맥NC이스트폴점,
251,MF101324,장미 셀레브레이션,생화,장미류,,,12200,,1,미지정,릴리맥NC이스트폴점,
252,MF101334,장미 수스삐로,생화,장미류,,,21120,기타,1,월드플로라,릴리맥NC이스트폴점,
253,MF101344,장미 쉘웨이,생화,장미류,,,4000,,1,미지정,릴리맥NC이스트폴점,
254,MF101354,장미 슈가밤,생화,장미류,,,7392,,4,월드플로라,릴리맥NC이스트폴점,
255,MF101364,장미 스위트아발란체,생화,장미류,,,12960,기타,1,월드플로라,릴리맥NC이스트폴점,
256,MF101374,장미 스타플래티넘,생화,장미류,,,15800,기타,1,월드플로라,릴리맥NC이스트폴점,
257,MF101384,장미 스틸레토,생화,장미류,,,14000,,1,미지정,릴리맥NC이스트폴점,
258,MF101394,장미 시크릿러브,생화,장미류,,,16500,,1,미지정,릴리맥NC이스트폴점,
259,MF101404,장미 신에블,생화,장미류,,,8000,,1,일산플라워,릴리맥NC이스트폴점,
260,MF101414,장미 썸머로망스,생화,장미류,,,14000,,1,미지정,릴리맥NC이스트폴점,
261,MF101424,장미 아발란체 화이트 (중국),생화,장미류,,,12000,흰색,1,미지정,릴리맥NC이스트폴점,
262,MF101434,장미 아약스,생화,장미류,,,11500,,1,미지정,릴리맥NC이스트폴점,
263,MF101444,장미 안네슬리,생화,장미류,,,22000,,1,미지정,릴리맥NC이스트폴점,
264,MF101454,장미 어피니티,생화,장미류,,,19000,,1,미지정,릴리맥NC이스트폴점,
265,MF101464,장미 언포겟,생화,장미류,,,8000,기타,1,일산플라워,릴리맥NC이스트폴점,
266,MF101474,장미 수입 옐로비치,생화,장미류,,,15000,기타,15,J.S플라워,릴리맥NC이스트폴점,
267,MF101484,장미 오렌지,생화,장미류,,,10000,오렌지,1,미지정,릴리맥NC이스트폴점,
268,MF101494,장미 오렌지골드 SP,생화,장미류,,,15800,옐로우,1,미지정,릴리맥NC이스트폴점,
269,MF101504,장미 오렌지크러쉬,생화,장미류,,,15000,오렌지,1,미지정,릴리맥NC이스트폴점,
270,MF101514,장미 오렌지트랜드세터sp,생화,장미류,,,14000,오렌지,1,미지정,릴리맥NC이스트폴점,
271,MF101524,장미 오번가,생화,장미류,,,10000,,1,미지정,릴리맥NC이스트폴점,
272,MF101534,장미 오션퍼플,생화,장미류,,,15840,퍼플,1,미지정,릴리맥NC이스트폴점,
273,MF101544,장미 오션하트 (중국) (월플),생화,장미류,,,12500,,1,미지정,릴리맥NC이스트폴점,
274,MF101554,장미 오하라 화이트,생화,장미류,,,8900,흰색,1,미지정,릴리맥NC이스트폴점,
275,MF101564,장미 올포러브,생화,장미류,,,8640,,2,월드플로라,릴리맥NC이스트폴점,
276,MF101574,장미 이벳 sp,생화,장미류,,,11000,기타,1,일산플라워,릴리맥NC이스트폴점,
277,MF101584,장미 제제벨 sp,생화,장미류,,,19500,,1,미지정,릴리맥NC이스트폴점,
278,MF101594,장미 줄리에타(줄리엣)SP,생화,장미류,,,10000,기타,2,일산플라워,릴리맥NC이스트폴점,
279,MF101604,장미 쥬밀리아,생화,장미류,,,12400,,546,미지정,릴리맥NC이스트폴점,
280,MF101614,장미 쥬시테라자 SP,생화,장미류,,,22560,,1,미지정,릴리맥NC이스트폴점,
281,MF101624,미니장미 수입 치어걸sp 중국,생화,장미류,,,15840,,1,미지정,릴리맥NC이스트폴점,
282,MF101634,장미 카탈리나,생화,장미류,,,19900,기타,1,꽃도매119,릴리맥NC이스트폴점,
283,MF101644,장미 카팅카 SP,생화,장미류,,,8640,,2,월드플로라,릴리맥NC이스트폴점,
284,MF101654,장미 수입 캔들라이트,생화,장미류,,,15000,,6,꽃동산-양재,릴리맥NC이스트폴점,
285,MF101664,장미 수입 컨트리블루스,생화,장미류,,,15000,블루,3,꽃동산-양재,릴리맥NC이스트폴점,
286,MF101674,장미 케이라,생화,장미류,,,14000,,1,미지정,릴리맥NC이스트폴점,
287,MF101684,미니장미 수입 코랄테라자sp(중국),생화,장미류,,,16500,,1,미지정,릴리맥NC이스트폴점,
288,MF101694,장미 수입 코럴리프,생화,장미류,,,15000,기타,1,JS플라워,릴리맥NC이스트폴점,
289,MF101704,장미 퀘스트,생화,장미류,,,7,기타,1,꽃도매119,릴리맥NC이스트폴점,
290,MF101714,장미 클라린스,생화,장미류,,,8000,기타,2,월드플로라,릴리맥NC이스트폴점,
291,MF101724,장미 킴벌리,생화,장미류,,,15000,,1,미지정,릴리맥NC이스트폴점,
292,MF101734,장미 킹스데이,생화,장미류,,,10900,,1,미지정,릴리맥NC이스트폴점,
293,MF101744,장미 킹스데이 오렌지,생화,장미류,,,9300,오렌지,1,미지정,릴리맥NC이스트폴점,
294,MF101754,장미 타이니크 (중국),생화,장미류,,,11500,,1,미지정,릴리맥NC이스트폴점,
295,MF101764,장미 티나,생화,장미류,,,12000,,1,미지정,릴리맥NC이스트폴점,
296,MF101774,장미 푸에고,생화,장미류,,,15000,,1,미지정,릴리맥NC이스트폴점,
297,MF101784,장미 수입 프리덤,생화,장미류,,,15264,,7,월드플로라,릴리맥NC이스트폴점,
298,MF101794,장미 프리스피릿,생화,장미류,,,10900,,1,미지정,릴리맥NC이스트폴점,
299,MF101804,미니장미 수입 프린세스 미스틱sp,생화,장미류,,,18048,기타,2,월드플로라,릴리맥NC이스트폴점,
300,MF101814,미니장미 수입 프린세스 블러셔sp,생화,장미류,,,18500,,1,월드플로라,릴리맥NC이스트폴점,
301,MF101824,장미 피노키오,생화,장미류,,,21000,,2,미지정,릴리맥NC이스트폴점,
302,MF101834,장미 핑크아미,생화,장미류,,,21800,핑크,1,미지정,릴리맥NC이스트폴점,
303,MF101844,장미 핑크오하라,생화,장미류,,,10900,핑크,1,미지정,릴리맥NC이스트폴점,
304,MF101854,장미 핑크오하라 (중국),생화,장미류,,,12500,핑크,1,미지정,릴리맥NC이스트폴점,
305,MF101864,장미 핑크파티,생화,장미류,,,7900,핑크,1,미지정,릴리맥NC이스트폴점,
306,MF101874,장미 하젤,생화,장미류,,,12000,,6,월드플로라,릴리맥NC이스트폴점,
307,MF101884,장미 핫블러드,생화,장미류,,,10500,기타,2,월드플로라,릴리맥NC이스트폴점,
308,MF101894,장미 해라,생화,장미류,,,9800,,1,미지정,릴리맥NC이스트폴점,
309,MF101904,장미 햇살,생화,장미류,,,11520,기타,1,월드플로라,릴리맥NC이스트폴점,
310,MF101914,장미 헤르모사,생화,장미류,,,16500,,1,미지정,릴리맥NC이스트폴점,
311,MF101924,장미 화이트쉼머,생화,장미류,,,15840,흰색,4,월드플로라,릴리맥NC이스트폴점,
312,MF101934,장미 화이트아발란체,생화,장미류,,,8900,흰색,2,월드플로라,릴리맥NC이스트폴점,
313,MF101944,장미 수입 프라우드,생화,장미류,,,15000,레드,6,꽃동산-양재,릴리맥NC이스트폴점,
314,MF101954,미니장미 수입 프린세스스키 sp중국,생화,장미류,,,0,핑크,0,월드플로라,릴리맥NC이스트폴점,
315,MF101974,장미 치어플 sp,생화,장미류,ea,,8000,,1,강남,릴리맥NC이스트폴점,
316,MF101984,장미 브리트니 sp,생화,장미류,ea,,9000,,1,강남,릴리맥NC이스트폴점,
317,MF102074,미니장미 스노우버블,생화,장미류,ea,,10000,,1,강남,릴리맥NC이스트폴점,
318,MF102084,장미 비스위트,생화,장미류,ea,,15000,,1,꽃동산-양재,릴리맥NC이스트폴점,
319,MF200014,거베라  스파이더 미니 크림스핀,생화,거베라류,,,6240,흰색,2,월드플로라,릴리맥NC이스트폴점,
320,MF200024,거베라 - 미니 스노우,생화,거베라류,,,6528,흰색,16,월드플로라,릴리맥NC이스트폴점,
321,MF200034,거베라 - 미니 쥬나,생화,거베라류,,,7500,,3,미지정,릴리맥NC이스트폴점,
322,MF200044,거베라 - 미니 캐럿,생화,거베라류,,,14000,,1,미지정,릴리맥NC이스트폴점,
323,MF200054,거베라 - 미니 핑크,생화,거베라류,,,3000,핑크,2,플라워뱅크,릴리맥NC이스트폴점,
324,MF200064,거베라 - 스파이더 노랑,생화,거베라류,,,11500,옐로우,1,미지정,릴리맥NC이스트폴점,
325,MF200074,거베라 - 스파이더 화이트,생화,거베라류,,,5000,흰색,3,일산플라워-양재,릴리맥NC이스트폴점,
326,MF200084,거베라 미니 다크레드,생화,거베라류,,,3000,레드,2,일산플라워-양재,릴리맥NC이스트폴점,
327,MF200094,거베라 미니 듀엣,생화,거베라류,,,9500,기타,1,월드플로라,릴리맥NC이스트폴점,
328,MF200104,거베라 미니 딕슨,생화,거베라류,,,8500,,1,미지정,릴리맥NC이스트폴점,
329,MF200114,거베라 미니 레드,생화,거베라류,,,6200,레드,1,월드플로라,릴리맥NC이스트폴점,
330,MF200124,거베라 미니 레드 흑심,생화,거베라류,,,9000,레드,1,미지정,릴리맥NC이스트폴점,
331,MF200134,거베라 미니 마카롱,생화,거베라류,,,5664,,4,월드플로라,릴리맥NC이스트폴점,
332,MF200144,거베라 미니 미키,생화,거베라류,,,8900,,1,미지정,릴리맥NC이스트폴점,
333,MF200154,거베라 미니 밀레이디,생화,거베라류,,,11040,,2,미지정,릴리맥NC이스트폴점,
334,MF200164,거베라 미니 버건디,생화,거베라류,,,6240,,2,월드플로라,릴리맥NC이스트폴점,
335,MF200174,거베라 미니 뷀타 (국산),생화,거베라류,,,9000,,1,미지정,릴리맥NC이스트폴점,
336,MF200184,거베라 미니 서퍼,생화,거베라류,,,3000,,8,꽃동산-양재,릴리맥NC이스트폴점,
337,MF200194,거베라 미니 센시니,생화,거베라류,,,14880,,1,미지정,릴리맥NC이스트폴점,
338,MF200204,거베라 미니 써닛,생화,거베라류,,,14000,,1,미지정,릴리맥NC이스트폴점,
339,MF200214,거베라 미니 아이보리,생화,거베라류,,,14000,,1,미지정,릴리맥NC이스트폴점,
340,MF200224,거베라 미니 아키노,생화,거베라류,,,9000,,1,미지정,릴리맥NC이스트폴점,
341,MF200234,거베라 미니 연핑크,생화,거베라류,,,7392,핑크,10,월드플로라,릴리맥NC이스트폴점,
342,MF200244,거베라 미니 연핑크 상 (국산),생화,거베라류,,,7000,핑크,1,월드플로라,릴리맥NC이스트폴점,
343,MF200254,거베라 미니 옐로우,생화,거베라류,,,5000,옐로우,2,일산플라워,릴리맥NC이스트폴점,
344,MF200264,거베라 미니 오렌지샤인,생화,거베라류,,,5952,오렌지,6,월드플로라,릴리맥NC이스트폴점,
345,MF200274,거베라 미니 이즈칸테,생화,거베라류,,,11520,기타,3,월드플로라,릴리맥NC이스트폴점,
346,MF200284,거베라 미니 진노랑,생화,거베라류,,,9000,옐로우,2,월드플로라,릴리맥NC이스트폴점,
347,MF200294,거베라 미니 진핑크,생화,거베라류,,,3000,핑크,5,꽃동산-양재,릴리맥NC이스트폴점,
348,MF200304,거베라 미니 치얼스,생화,거베라류,,,8500,,1,미지정,릴리맥NC이스트폴점,
349,MF200314,거베라 미니 카페,생화,거베라류,,,7500,,1,미지정,릴리맥NC이스트폴점,
350,MF200324,거베라 미니 캐럿 (국산),생화,거베라류,,,9000,,1,미지정,릴리맥NC이스트폴점,
351,MF200334,거베라 미니 커런트,생화,거베라류,,,9000,,1,미지정,릴리맥NC이스트폴점,
352,MF200344,거베라 미니 피치,생화,거베라류,,,7500,핑크,1,미지정,릴리맥NC이스트폴점,
353,MF200354,거베라 미니 핑크코랄,생화,거베라류,,,10000,핑크,1,미지정,릴리맥NC이스트폴점,
354,MF200364,거베라 미니화이트,생화,거베라류,,,5000,흰색,3,꽃동산-양재,릴리맥NC이스트폴점,
355,MF200374,거베라 스파이더 망고,생화,거베라류,,,16500,오렌지,1,미지정,릴리맥NC이스트폴점,
356,MF200384,거베라 스파이더 미니 레드,생화,거베라류,,,5000,레드,4,강남원예-양재,릴리맥NC이스트폴점,
357,MF200394,거베라 스파이더 미니 레드 흑심,생화,거베라류,,,7500,레드,1,월드플로라,릴리맥NC이스트폴점,
358,MF200404,거베라 스파이더 미니 오렌지,생화,거베라류,,,8000,오렌지,1,미지정,릴리맥NC이스트폴점,
359,MF200414,거베라 스파이더 미니크림스핀,생화,거베라류,,,12000,흰색,1,월드플로라,릴리맥NC이스트폴점,
360,MF200424,거베라 스파이더 센시니,생화,거베라류,,,11040,기타,1,월드플로라,릴리맥NC이스트폴점,
361,MF200434,거베라 스파이더 오렌지,생화,거베라류,,,6240,오렌지,1,월드플로라,릴리맥NC이스트폴점,
362,MF200444,거베라 스파이더 주황,생화,거베라류,1단,,7000,오렌지,1,꽃동산,릴리맥NC이스트폴점,
363,MF200454,거베라 스파이더 진핑크,생화,거베라류,,,8000,핑크,2,꽃동산-양재,릴리맥NC이스트폴점,
364,MF200464,거베라 스파이더 화이트,생화,거베라류,,,5000,흰색,3,일산플라워,릴리맥NC이스트폴점,
365,MF200474,거베라 파스타 카보나라,생화,거베라류,,,7488,기타,1,월드플로라,릴리맥NC이스트폴점,
366,MF200484,거베라 파스타 페사로,생화,거베라류,,,5664,,3,월드플로라,릴리맥NC이스트폴점,
367,MF200494,거베라 파스타 피치,생화,거베라류,,,6240,핑크,2,월드플로라,릴리맥NC이스트폴점,
368,MF200504,거베라 파스티니 체세나,생화,거베라류,,,7000,기타,1,월드플로라,릴리맥NC이스트폴점,
369,MF200514,거베라 파스티니 페사로,생화,거베라류,,,8900,,1,미지정,릴리맥NC이스트폴점,
370,MF200524,거베라 폼포니 옐로우,생화,거베라류,,,8000,옐로우,1,미지정,릴리맥NC이스트폴점,
371,MF200534,거베라 폼포니 체리와인,생화,거베라류,,,5280,기타,4,월드플로라,릴리맥NC이스트폴점,
372,MF200544,거베라 폼포니 핑크,생화,거베라류,,,16500,핑크,1,미지정,릴리맥NC이스트폴점,
373,MF200554,거베라 피콜리니,생화,거베라류,,,3000,,2,미지정,릴리맥NC이스트폴점,
374,MF200564,거베라 피콜리니 화이트,생화,거베라류,,,6500,흰색,1,월드플로라,릴리맥NC이스트폴점,
375,MF200574,거베라 피콜리니 화이트심,생화,거베라류,,,8500,흰색,1,미지정,릴리맥NC이스트폴점,
376,MF200584,거베라 핑크,생화,거베라류,,,3000,핑크,2,미지정,릴리맥NC이스트폴점,
377,MF200594,거베라 미니 화이트,생화,거베라류,,,3000,,5,일산플라워-양재,릴리맥NC이스트폴점,
378,MF200604,거베라 폼포니 진핑크,생화,거베라류,,,4000,,1,일산플라워-양재,릴리맥NC이스트폴점,
379,MF200664,거베라 미니 태피,생화,거베라류,,,3000,,1,꽃동산-양재,릴리맥NC이스트폴점,
380,MF200674,거베라 미니 쥬나,생화,거베라류,,,3000,,1,꽃동산-양재,릴리맥NC이스트폴점,
381,MF200684,거베라 미니 썬,생화,거베라류,,,5664,,1,월드플로라,릴리맥NC이스트폴점,
382,MF200694,거베라 폼포니 크림,생화,거베라류,,,4800,,1,월드플로라,릴리맥NC이스트폴점,
383,MF200714,거베라 미니 텔런트,생화,거베라류,,,5664,,1,월드플로라,릴리맥NC이스트폴점,
384,MF300014,네리네 하이브리드 아프로디테,생화,폼플라워,,,14880,기타,1,월드플로라,릴리맥NC이스트폴점,
385,MF300024,다알리아 레드,생화,폼플라워,,,12500,레드,1,미지정,릴리맥NC이스트폴점,
386,MF300034,다알리아 오로라 (중국),생화,폼플라워,,,15800,기타,1,월드플로라,릴리맥NC이스트폴점,
387,MF300044,다알리아 와인,생화,폼플라워,,,6000,,1,미지정,릴리맥NC이스트폴점,
388,MF300054,도라지,생화,폼플라워,,,5000,,1,미지정,릴리맥NC이스트폴점,
389,MF300064,등골나무 - 핑크,생화,폼플라워,,,5000,핑크,1,월드플로라,릴리맥NC이스트폴점,
390,MF300074,라넌큘러스 레드,생화,폼플라워,,,11520,레드,1,월드플로라,릴리맥NC이스트폴점,
391,MF300084,라넌큘러스 레이디 연핑크,생화,폼플라워,,,7500,핑크,2,일산플라워-양재,릴리맥NC이스트폴점,
392,MF300094,라넌큘러스 버터플라이 레드,생화,폼플라워,,,15168,레드,1,월드플로라,릴리맥NC이스트폴점,
393,MF300104,라넌큘러스 버터플라이 연핑크,생화,폼플라워,,,6000,핑크,2,꽃동산-양재,릴리맥NC이스트폴점,
394,MF300114,라넌큘러스 버터플라이 크림,생화,폼플라워,,,15168,흰색,1,미지정,릴리맥NC이스트폴점,
395,MF300124,라넌큘러스 버터플라이 피탈로스,생화,폼플라워,,,8000,,2,미지정,릴리맥NC이스트폴점,
396,MF300134,라넌큘러스 연핑크,생화,폼플라워,,,9504,핑크,3,월드플로라,릴리맥NC이스트폴점,
397,MF300144,라넌큘러스 오렌지 (국산),생화,폼플라워,,,7500,오렌지,2,일산플라워-양재,릴리맥NC이스트폴점,
398,MF300154,라넌큘러스 크림,생화,폼플라워,,,11500,흰색,1,월드플로라,릴리맥NC이스트폴점,
399,MF300164,라넌큘러스 피치,생화,폼플라워,,,9504,핑크,2,월드플로라,릴리맥NC이스트폴점,
400,MF300174,라넌큘러스 화이트,생화,폼플라워,,,9504,흰색,2,월드플로라,릴리맥NC이스트폴점,
401,MF300184,러넌큘러스 노랑,생화,폼플라워,,,10500,옐로우,1,월드플로라,릴리맥NC이스트폴점,
402,MF300194,러넌큘러스 베네르,생화,폼플라워,,,9000,,1,일산플라워-양재,릴리맥NC이스트폴점,
403,MF300204,맨드라미 - 오렌지,생화,폼플라워,,,6500,오렌지,1,월드플로라,릴리맥NC이스트폴점,
404,MF300214,맨드라미 노랑,생화,폼플라워,,,5500,옐로우,1,미지정,릴리맥NC이스트폴점,
405,MF300224,맨드라미 와인,생화,폼플라워,,,6500,,1,미지정,릴리맥NC이스트폴점,
406,MF300234,메리골드 - 노랑,생화,폼플라워,,,9500,옐로우,3,월드플로라,릴리맥NC이스트폴점,
407,MF300244,메리골드 바닐라,생화,폼플라워,,,12000,옐로우,1,미지정,릴리맥NC이스트폴점,
408,MF300254,메리골드 주황,생화,폼플라워,,,9500,옐로우,7,미지정,릴리맥NC이스트폴점,
409,MF300264,백합 겹 디안타 쌍대,생화,폼플라워,,,19008,기타,1,월드플로라,릴리맥NC이스트폴점,
410,MF300274,백합 겹 이사벨라,생화,폼플라워,,,15000,기타,2,월드플로라,릴리맥NC이스트폴점,
411,MF300284,백합 겹 화이트,생화,폼플라워,,,18800,흰색,1,미지정,릴리맥NC이스트폴점,
412,MF300294,백합 아미스타 쌍대,생화,폼플라워,,,11500,,1,미지정,릴리맥NC이스트폴점,
413,MF300304,백합 오바다,생화,폼플라워,,,11125,기타,1,꽃도매119,릴리맥NC이스트폴점,
414,MF300314,백합 하이브리드 두카티 5대 (네덜란드),생화,폼플라워,,,15000,기타,4,월드플로라,릴리맥NC이스트폴점,
415,MF300324,백합 하이브리드 트윈라이프핑크,생화,폼플라워,,,15800,핑크,1,미지정,릴리맥NC이스트폴점,
416,MF300334,부들레아 화이트,생화,폼플라워,,,7000,흰색,1,일산플라워-양재,릴리맥NC이스트폴점,
417,MF300344,부들레야 옐로우,생화,폼플라워,,,6000,옐로우,1,미지정,릴리맥NC이스트폴점,
418,MF300354,서양란 반다,생화,폼플라워,,,8000,,1,미지정,릴리맥NC이스트폴점,
419,MF300364,수국 블루,생화,폼플라워,,,4000,블루,1,미지정,릴리맥NC이스트폴점,
420,MF300374,수국 연핑크,생화,폼플라워,,,5500,핑크,2,월드플로라,릴리맥NC이스트폴점,
421,MF300384,수국 염색 연핑크,생화,폼플라워,,,6240,핑크,3,월드플로라,릴리맥NC이스트폴점,
422,MF300394,수국 화이트,생화,폼플라워,,,4000,흰색,24,꽃동산-양재,릴리맥NC이스트폴점,
423,MF300404,수선화,생화,폼플라워,,,8000,기타,1,일산플라워,릴리맥NC이스트폴점,
424,MF300414,수선화 겹,생화,폼플라워,,,4000,기타,1,일산플라워,릴리맥NC이스트폴점,
425,MF300424,스카비오사 블루,생화,폼플라워,,,8800,블루,2,월드플로라,릴리맥NC이스트폴점,
426,MF300434,스카비오사 옥스포드 핑크,생화,폼플라워,,,9500,핑크,1,미지정,릴리맥NC이스트폴점,
427,MF300444,스카비오사 화이트,생화,폼플라워,,,9900,흰색,1,미지정,릴리맥NC이스트폴점,
428,MF300454,심비디움 절화,생화,폼플라워,1대,,5000,기타,6,일산플라워-양재,릴리맥NC이스트폴점,
429,MF300464,아가판서스 글레셔,생화,폼플라워,,,9000,,1,미지정,릴리맥NC이스트폴점,
430,MF300474,아가판서스 미니 보라,생화,폼플라워,,,7000,퍼플,1,미지정,릴리맥NC이스트폴점,
431,MF300484,아네모네,생화,폼플라워,,,8000,,1,미지정,릴리맥NC이스트폴점,
432,MF300494,아마릴리스,생화,폼플라워,,,12000,,4,미지정,릴리맥NC이스트폴점,
433,MF300504,아마릴리스 레드,생화,폼플라워,,,15000,레드,10,미지정,릴리맥NC이스트폴점,
434,MF300514,아마릴리스 피치,생화,폼플라워,,,15000,핑크,10,미지정,릴리맥NC이스트폴점,
435,MF300524,안스리움 체리스,생화,폼플라워,,,5280,기타,3,월드플로라,릴리맥NC이스트폴점,
436,MF300534,알륨 코와니,생화,폼플라워,,,6000,기타,1,일산플라워,릴리맥NC이스트폴점,
437,MF300544,작약 사라,생화,폼플라워,,,9640,기타,3,월드플로라,릴리맥NC이스트폴점,
